synthetic_caller_id,age,age_band,sex,household_size,region,urbanicity,language,accent_class,employment_status,income_band,customer_tenure_years,primary_intent,secondary_intent,compound_intent,intent_ambiguity,intent_change_midcall,speech_rate,articulation,background_noise,pause_pattern,interruption_frequency,input_mode,emotion,caller_behavior,asks_for_agent,refuses_information,out_of_vocabulary_request,contradictory_information,invalid_input_event,authentication_required,authentication_method,authentication_outcome,authentication_retries,accessibility_interaction_constraint,eligibility_state,regulatory_constraint,expected_route,expected_disposition,hangup_risk,triad_test_class,parallel_valid_path_exists,equivalent_route_exists,hidden_assumption_target,failure_recovery_expected,oracle_outcome
IVR-SYN-00072,64,55-64,Male,2,Northeast,Rural,English,General US,Retired,50-74k,0.3,Order/status inquiry,None,No,High,No,Normal,Clear,Low,Normal,None,Speech,Angry,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,0,None,Eligible,Disclosure required,Self-service,Self-service completion,Moderate,GRAY,No,No,Timing,Re-prompt,Correct route + compliant disposition
IVR-SYN-00073,53,45-54,Female,2,Northeast,Suburban,English,Northeastern US,Retired,100-149k,3.6,Refund/dispute,None,No,Moderate,No,Normal,Clear,None,Normal,None,Speech,Confused,Impatient,No,No,No,No,No,Yes,Voice/biometric,Successful,1,Low-literacy interaction,Eligible,Disclosure required,Disputes,Correct specialist/agent routing,High,GREEN,No,Yes,Language,Terminate safely,Correct route + compliant disposition
IVR-SYN-00074,34,25-34,Female,2,West,Rural,English,Southern US,Student,25-49k,1.5,Address/contact change,None,No,High,No,Fast,Clear,None,Normal,None,Keypad,Confused,Cooperative,No,No,Yes,No,No,Yes,Voice/biometric,Successful,0,None,Eligible,None,Self-service,Self-service completion,High,GRAY,No,No,Eligibility,Terminate safely,Correct route + compliant disposition
IVR-SYN-00075,36,35-44,Male,1,Midwest,Rural,Spanish,Midwestern US,Part-time,50-74k,3.6,Account information,None,No,Low,No,Fast,Clear,Low,Normal,Occasional,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,0,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Identity,Re-prompt,Correct route + compliant disposition
IVR-SYN-00076,40,35-44,Male,5,South,Urban,English,General US,Full-time,50-74k,9.7,Password/credential,Refund/dispute,Yes,Low,No,Fast,Clear,Low,Normal,None,Keypad,Calm,Cooperative,No,No,No,Yes,No,Yes,One-time code,Successful,0,None,Eligible,None,Self-service,Self-service completion,Moderate,GRAY,No,No,Routing,Alternative input,Correct route + compliant disposition
IVR-SYN-00077,29,25-34,Female,1,Midwest,Urban,Spanish,International,Self-employed,75-99k,0.5,Payment issue,None,No,Low,No,Fast,Clear,None,Normal,None,Speech,Calm,Cooperative,Yes,No,No,No,No,Yes,One-time code,Successful,1,None,Agent required,Disclosure required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,Yes,Intent,Terminate safely,Correct route + compliant disposition
IVR-SYN-00078,45,45-54,Female,1,South,Suburban,English,General US,Other,25-49k,11.4,Technical support,None,No,Moderate,No,Normal,Clear,High,Short,None,Speech,Confused,Indecisive,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Agent required,Human review required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Intent,Terminate safely,Correct route + compliant disposition
IVR-SYN-00079,54,45-54,Male,1,West,Urban,English,General US,Full-time,25-49k,0.7,Eligibility inquiry,Cancellation,Yes,High,No,Normal,Mildly unclear,Low,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Conditional,Consent required,Specialist,Correct specialist/agent routing,Low,GRAY,No,Yes,None,Re-prompt,Correct route + compliant disposition
IVR-SYN-00080,28,25-34,Male,3,West,Suburban,English,General US,Full-time,<25k,1.0,Billing question,Technical support,Yes,Low,No,Fast,Difficult,High,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Conditional,Disclosure required,Billing,Correct specialist/agent routing,Low,GRAY,Yes,Yes,Identity,Re-prompt,Correct route + compliant disposition
IVR-SYN-00081,38,35-44,Female,6,Northeast,Rural,English,Western US,Unemployed,75-99k,14.4,Eligibility inquiry,None,No,High,No,Normal,Clear,None,Normal,Occasional,Keypad,Confused,Cooperative,No,No,Yes,No,No,Yes,One-time code,Failed,1,None,Eligible,Authentication required,Specialist,Correct specialist/agent routing,Low,GRAY,No,Yes,Identity,Re-prompt,Correct route + compliant disposition
IVR-SYN-00082,68,65-74,Female,4,West,Urban,English,Southern US,Full-time,25-49k,6.9,Billing question,None,No,Moderate,No,Fast,Mildly unclear,Low,Short,None,Speech,Angry,Verbose,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Eligible,Disclosure required,Billing,Correct specialist/agent routing,Moderate,GREEN,No,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-00083,49,45-54,Female,6,West,Urban,English,General US,Full-time,150-249k,0.3,Technical support,None,No,High,Yes,Normal,Clear,None,Long,None,Speech,Calm,Indecisive,No,No,No,No,No,Yes,Knowledge-based,Partial,2,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GRAY,No,No,Routing,Retry,Correct route + compliant disposition
IVR-SYN-00084,34,25-34,Male,2,Northeast,Urban,Spanish,Western US,Retired,25-49k,0.1,Order/status inquiry,None,No,Moderate,No,Normal,Clear,None,Long,None,Speech,Calm,Impatient,No,No,Yes,No,Yes,No,None required,Not applicable,0,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Identity,Retry,Correct route + compliant disposition
IVR-SYN-00085,70,65-74,Female,2,South,Urban,English,General US,Retired,25-49k,10.5,Technical support,None,No,Moderate,Yes,Normal,Mildly unclear,None,Short,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GREEN,Yes,Yes,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-00086,35,35-44,Female,5,Northeast,Suburban,Arabic,International,Full-time,50-74k,1.4,Address/contact change,None,No,Low,No,Fast,Mildly unclear,High,Long,None,Speech,Frustrated,Terse,No,No,No,No,No,Yes,Knowledge-based,Successful,0,None,Eligible,None,Self-service,Self-service completion,High,GREEN,Yes,No,Identity,Agent escalation,Correct route + compliant disposition
IVR-SYN-00087,86,75+,Male,4,Northeast,Urban,English,General US,Full-time,<25k,0.9,Technical support,None,No,Low,No,Normal,Clear,Low,Normal,None,Speech,Calm,Impatient,Yes,No,No,No,No,Yes,None required,Not applicable,0,Repetition needed,Eligible,Authentication required,Technical support,Correct specialist/agent routing,Low,GREEN,No,Yes,Identity,Re-prompt,Correct route + compliant disposition
IVR-SYN-00088,52,45-54,Male,5,South,Rural,Chinese,Midwestern US,Unemployed,<25k,0.7,Eligibility inquiry,None,No,High,No,Slow,Clear,Low,Normal,Occasional,Speech,Anxious,Impatient,No,No,No,No,No,Yes,None required,Not applicable,0,None,Eligible,Authentication required,Specialist,Correct specialist/agent routing,Moderate,GRAY,No,No,Identity,Alternative input,Correct route + compliant disposition
IVR-SYN-00089,49,45-54,Male,3,South,Urban,English,Northeastern US,Retired,250k+,4.5,Technical support,None,No,Moderate,No,Normal,Clear,None,Normal,None,Speech,Calm,Terse,No,No,Yes,No,No,Yes,Knowledge-based,Successful,1,None,Ineligible,None,Technical support,Correct specialist/agent routing,Low,GREEN,Yes,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-00090,41,35-44,Male,3,South,Urban,English,Southern US,Part-time,<25k,5.8,Account information,None,No,Low,Yes,Normal,Clear,Moderate,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,Yes,No,Yes,None required,Not applicable,0,None,Agent required,Authentication required,Human escalation,Correct specialist/agent routing,Moderate,RED,No,Yes,Intent,Retry,Correct route + compliant disposition
IVR-SYN-00091,66,65-74,Female,1,South,Rural,English,General US,Unemployed,100-149k,2.2,Order/status inquiry,None,No,Low,No,Normal,Clear,Moderate,Short,Occasional,Keypad,Calm,Cooperative,Yes,No,No,No,No,Yes,One-time code,Successful,0,None,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,GREEN,Yes,No,Language,Agent escalation,Correct route + compliant disposition
IVR-SYN-00092,60,55-64,Female,4,South,Suburban,English,General US,Full-time,25-49k,2.8,Address/contact change,None,No,Low,No,Normal,Clear,None,Normal,None,Keypad,Frustrated,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Self-service,Self-service completion,Low,GREEN,No,No,Intent,Alternative input,Correct route + compliant disposition
IVR-SYN-00093,62,55-64,Female,3,West,Rural,Arabic,General US,Full-time,75-99k,7.4,Appointment/scheduling,None,No,Moderate,No,Fast,Clear,None,Short,None,Keypad,Confused,Impatient,No,No,No,Yes,Yes,Yes,Voice/biometric,Partial,1,None,Eligible,None,General support,Correct specialist/agent routing,Low,GRAY,No,No,Language,Retry,Correct route + compliant disposition
IVR-SYN-00094,61,55-64,Female,1,Midwest,Rural,Spanish,Midwestern US,Retired,100-149k,1.3,Eligibility inquiry,None,No,High,No,Fast,Clear,Moderate,Normal,None,Speech,Confused,Verbose,No,No,No,No,Yes,Yes,Account number + PIN,Successful,0,Slow-prompt preference,Eligible,Consent required,Specialist,Correct specialist/agent routing,Low,GRAY,No,No,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-00095,66,65-74,Female,1,South,Urban,Chinese,General US,Retired,150-249k,5.3,Appointment/scheduling,None,No,Low,Yes,Normal,Clear,Moderate,Long,None,Speech,Confused,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,Authentication required,General support,Correct specialist/agent routing,Moderate,GREEN,No,No,Eligibility,Alternative input,Correct route + compliant disposition
IVR-SYN-00096,27,25-34,Male,2,South,Rural,Chinese,Northeastern US,Part-time,100-149k,3.5,Payment issue,None,No,Moderate,No,Normal,Clear,High,Normal,None,Speech,Calm,Terse,Yes,No,No,No,No,Yes,One-time code,Successful,1,None,Agent required,None,Human escalation,Correct specialist/agent routing,High,GREEN,No,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-00097,86,75+,Female,4,South,Urban,English,General US,Full-time,25-49k,0.6,Refund/dispute,None,No,High,No,Normal,Clear,Low,Normal,None,Speech,Frustrated,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Disputes,Correct specialist/agent routing,High,GRAY,No,No,Timing,Re-prompt,Correct route + compliant disposition
IVR-SYN-00098,39,35-44,Female,2,West,Suburban,English,General US,Full-time,50-74k,2.2,Appointment/scheduling,None,No,Low,No,Normal,Clear,None,Normal,Occasional,Speech,Anxious,Argumentative,Yes,No,No,No,No,Yes,Voice/biometric,Successful,1,Slow-prompt preference,Eligible,None,General support,Correct specialist/agent routing,High,GREEN,No,Yes,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-00099,37,35-44,Male,3,West,Suburban,English,General US,Part-time,75-99k,5.3,Cancellation,None,No,Low,No,Normal,Clear,Low,Normal,None,Keypad,Frustrated,Cooperative,No,No,No,No,Yes,Yes,Account number + PIN,Successful,0,None,Eligible,Disclosure required,Retention,Correct specialist/agent routing,Low,GREEN,Yes,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-00100,80,75+,Male,4,Northeast,Suburban,English,General US,Full-time,25-49k,9.6,Appointment/scheduling,Billing question,Yes,Low,Yes,Normal,Clear,Low,Normal,None,Speech,Calm,Indecisive,No,No,No,No,No,Yes,Account number + PIN,Successful,1,None,Eligible,None,General support,Correct specialist/agent routing,Low,GRAY,No,Yes,Language,Retry,Correct route + compliant disposition
IVR-SYN-00101,28,25-34,Male,2,South,Suburban,English,General US,Full-time,75-99k,3.6,Cancellation,None,No,Low,Yes,Fast,Clear,High,Normal,None,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,1,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Routing,Agent escalation,Correct route + compliant disposition
IVR-SYN-00102,64,55-64,Female,2,South,Urban,English,Midwestern US,Full-time,75-99k,2.1,Billing question,Other,Yes,Moderate,No,Normal,Difficult,None,Short,None,Keypad,Confused,Cooperative,Yes,Yes,No,No,Yes,Yes,Voice/biometric,Successful,1,None,Conditional,None,Billing,Correct specialist/agent routing,High,GRAY,Yes,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-00103,37,35-44,Male,1,Northeast,Urban,English,General US,Full-time,50-74k,0.9,Account information,Other,Yes,Moderate,No,Normal,Clear,Moderate,Normal,None,Speech,Calm,Indecisive,No,No,No,Yes,No,Yes,None required,Not applicable,0,None,Eligible,Authentication required,Self-service,Self-service completion,Low,GRAY,No,No,Intent,Retry,Correct route + compliant disposition
IVR-SYN-00104,19,18-24,Female,3,South,Suburban,English,Midwestern US,Full-time,75-99k,0.5,Billing question,None,No,High,No,Normal,Clear,Low,Normal,None,Speech,Calm,Impatient,No,No,No,No,No,Yes,One-time code,Successful,0,None,Eligible,Authentication required,Billing,Correct specialist/agent routing,Low,GRAY,No,Yes,None,Agent escalation,Correct route + compliant disposition
IVR-SYN-00105,24,18-24,Male,6,Midwest,Urban,English,Midwestern US,Part-time,100-149k,3.2,Payment issue,None,No,Low,Yes,Slow,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GREEN,No,No,Eligibility,Alternative input,Correct route + compliant disposition
IVR-SYN-00106,63,55-64,Female,5,South,Suburban,Chinese,General US,Student,50-74k,14.2,Refund/dispute,None,No,High,No,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,Routing,Retry,Correct route + compliant disposition
IVR-SYN-00107,37,35-44,Female,5,South,Rural,English,Western US,Part-time,50-74k,21.5,Payment issue,None,No,Moderate,No,Normal,Clear,None,Normal,None,Speech,Frustrated,Cooperative,No,No,Yes,No,No,No,None required,Not applicable,0,None,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GREEN,No,Yes,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-00108,46,45-54,Male,6,South,Suburban,Chinese,General US,Unemployed,50-74k,2.5,Account information,None,No,High,No,Slow,Mildly unclear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,One-time code,Failed,3,None,Eligible,Authentication required,Self-service,Self-service completion,Moderate,GRAY,No,No,Eligibility,Terminate safely,Correct route + compliant disposition
IVR-SYN-00109,54,45-54,Female,1,Northeast,Rural,English,General US,Full-time,50-74k,4.7,Billing question,None,No,High,No,Slow,Clear,Moderate,Normal,Occasional,Speech,Angry,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Billing,Correct specialist/agent routing,Low,GRAY,No,Yes,Identity,Alternative input,Correct route + compliant disposition
IVR-SYN-00110,64,55-64,Female,3,Midwest,Urban,English,General US,Full-time,150-249k,4.0,Cancellation,Technical support,Yes,Low,No,Normal,Mildly unclear,Low,Normal,None,Speech,Frustrated,Confused,No,No,No,No,Yes,Yes,Account number + PIN,Successful,1,Repetition needed,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-00111,40,35-44,Female,4,South,Urban,English,General US,Full-time,25-49k,3.0,Billing question,None,No,Moderate,No,Normal,Clear,None,Normal,Occasional,Keypad,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,None,Billing,Correct specialist/agent routing,High,GREEN,No,No,Routing,Alternative input,Correct route + compliant disposition
IVR-SYN-00112,78,75+,Female,5,Midwest,Urban,Other,General US,Full-time,75-99k,3.1,Password/credential,None,No,Moderate,No,Normal,Clear,None,Normal,Occasional,Speech,Frustrated,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,None,Self-service,Self-service completion,High,GREEN,No,No,Intent,Alternative input,Correct route + compliant disposition
IVR-SYN-00113,19,18-24,Male,3,South,Suburban,English,International,Full-time,75-99k,5.7,Appointment/scheduling,None,No,Low,No,Fast,Clear,Low,Long,None,Speech,Calm,Verbose,No,No,No,No,No,Yes,Voice/biometric,Failed,3,Speech-input difficulty,Eligible,None,General support,Correct specialist/agent routing,Moderate,GREEN,No,Yes,Identity,Agent escalation,Correct route + compliant disposition
IVR-SYN-00114,44,35-44,Male,3,Northeast,Urban,English,General US,Other,50-74k,0.4,Refund/dispute,None,No,Low,No,Normal,Clear,None,Normal,Occasional,Speech,Calm,Cooperative,Yes,No,Yes,No,No,Yes,One-time code,Repeated failure,5,None,Eligible,None,Disputes,Correct specialist/agent routing,Low,GREEN,No,No,Identity,Agent escalation,Correct route + compliant disposition
IVR-SYN-00115,38,35-44,Male,5,West,Suburban,English,Western US,Retired,150-249k,2.8,Refund/dispute,Technical support,Yes,Low,Yes,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,0,None,Agent required,Human review required,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,Identity,Retry,Correct route + compliant disposition
IVR-SYN-00116,55,55-64,Female,6,Midwest,Suburban,English,Northeastern US,Unemployed,75-99k,8.5,Payment issue,Refund/dispute,Yes,High,No,Normal,Clear,High,Normal,None,Speech,Angry,Cooperative,No,No,Yes,No,No,Yes,One-time code,Successful,0,None,Eligible,None,Billing,Correct specialist/agent routing,High,RED,Yes,Yes,Identity,Alternative input,Correct route + compliant disposition
IVR-SYN-00117,69,65-74,Female,4,Midwest,Suburban,English,General US,Part-time,50-74k,5.1,Refund/dispute,None,No,Low,No,Fast,Difficult,None,Normal,Occasional,Speech,Calm,Verbose,No,No,No,No,No,No,None required,Not applicable,0,Repetition needed,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Language,Terminate safely,Correct route + compliant disposition
